date,year,month,quarter,segment,sample_count,depth_bins_1m,effective_spacing_m,mae,rmse,r2,stable_day,stability_threshold,data_status
2023-06-08,2023,6,Q2,full_year_stable,11601,3667,1.0545,0.0512,0.1003,0.9922,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-09,2023,6,Q2,full_year_stable,11893,3705,1.0437,0.0526,0.103,0.9942,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-10,2023,6,Q2,full_year_stable,11870,3692,1.0474,0.0564,0.0856,0.9925,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-11,2023,6,Q2,full_year_stable,11372,3682,1.0502,0.0578,0.1026,0.9943,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-12,2023,6,Q2,full_year_stable,11740,3666,1.0548,0.0665,0.11,0.9922,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-13,2023,6,Q2,full_year_stable,12499,3673,1.0528,0.0656,0.1035,0.9911,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-14,2023,6,Q2,full_year_stable,11575,3724,1.0384,0.067,0.1136,0.9915,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-15,2023,6,Q2,full_year_stable,12138,3613,1.0703,0.0659,0.0937,0.9917,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-16,2023,6,Q2,full_year_stable,12464,3625,1.0668,0.0595,0.1033,0.992,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-17,2023,6,Q2,full_year_stable,11170,3645,1.0609,0.0606,0.1014,0.9936,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-18,2023,6,Q2,full_year_stable,11798,3684,1.0497,0.0596,0.1063,0.9941,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-19,2023,6,Q2,full_year_stable,12112,3678,1.0514,0.0594,0.1096,0.9928,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-20,2023,6,Q2,full_year_stable,11234,3708,1.0429,0.0584,0.1071,0.9927,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-21,2023,6,Q2,full_year_stable,11509,3657,1.0574,0.0578,0.104,0.9935,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-22,2023,6,Q2,full_year_stable,11490,3682,1.0502,0.048,0.103,0.9943,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-23,2023,6,Q2,full_year_stable,11979,3708,1.0429,0.0487,0.0977,0.9941,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-24,2023,6,Q2,full_year_stable,12232,3661,1.0563,0.0539,0.0838,0.9926,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-25,2023,6,Q2,full_year_stable,11548,3633,1.0644,0.0483,0.0834,0.9922,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-26,2023,6,Q2,full_year_stable,11657,3724,1.0384,0.05,0.0886,0.9935,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-27,2023,6,Q2,full_year_stable,11786,3739,1.0342,0.0475,0.09,0.9929,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-28,2023,6,Q2,full_year_stable,11323,3659,1.0568,0.0582,0.0878,0.993,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-29,2023,6,Q2,full_year_stable,11970,3618,1.0688,0.0532,0.0928,0.994,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-06-30,2023,6,Q2,full_year_stable,11190,3651,1.0592,0.0559,0.0942,0.9935,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-01,2023,7,Q3,full_year_stable,11262,3670,1.0537,0.0625,0.0975,0.9931,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-02,2023,7,Q3,full_year_stable,11256,3654,1.0583,0.0629,0.0985,0.9916,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-03,2023,7,Q3,full_year_stable,11016,3582,1.0796,0.0663,0.1081,0.991,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-04,2023,7,Q3,full_year_stable,12125,3593,1.0763,0.0641,0.1055,0.9939,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-05,2023,7,Q3,full_year_stable,11646,3572,1.0826,0.0603,0.1038,0.9935,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-06,2023,7,Q3,full_year_stable,11972,3691,1.0477,0.056,0.1018,0.9934,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-07,2023,7,Q3,full_year_stable,11838,3698,1.0457,0.0584,0.1101,0.9915,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-08,2023,7,Q3,full_year_stable,10955,3615,1.0697,0.0541,0.0898,0.9915,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-09,2023,7,Q3,full_year_stable,11378,3681,1.0505,0.0486,0.1007,0.994,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-10,2023,7,Q3,full_year_stable,11466,3670,1.0537,0.0591,0.0981,0.9922,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-11,2023,7,Q3,full_year_stable,11198,3654,1.0583,0.0538,0.0987,0.9905,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-12,2023,7,Q3,full_year_stable,12051,3681,1.0505,0.0589,0.1045,0.9928,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-13,2023,7,Q3,full_year_stable,11335,3697,1.046,0.0479,0.0985,0.9939,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-14,2023,7,Q3,full_year_stable,11800,3681,1.0505,0.0522,0.0885,0.9914,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-15,2023,7,Q3,full_year_stable,11150,3674,1.0525,0.0642,0.0973,0.9903,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-16,2023,7,Q3,full_year_stable,11340,3627,1.0662,0.0547,0.1026,0.9928,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-17,2023,7,Q3,full_year_stable,11989,3697,1.046,0.0516,0.1012,0.9936,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-18,2023,7,Q3,full_year_stable,11377,3703,1.0443,0.0538,0.0957,0.9945,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-19,2023,7,Q3,full_year_stable,10103,3626,1.0665,0.0549,0.106,0.9924,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-20,2023,7,Q3,full_year_stable,11392,3632,1.0647,0.0623,0.0987,0.9915,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-21,2023,7,Q3,full_year_stable,11727,3596,1.0754,0.0612,0.1012,0.9938,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-22,2023,7,Q3,full_year_stable,10801,3643,1.0615,0.068,0.1005,0.9895,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-23,2023,7,Q3,full_year_stable,11938,3595,1.0757,0.061,0.1065,0.9919,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-24,2023,7,Q3,full_year_stable,11745,3635,1.0638,0.0568,0.106,0.9929,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-25,2023,7,Q3,full_year_stable,12099,3605,1.0727,0.0507,0.0936,0.9922,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-26,2023,7,Q3,full_year_stable,10765,3589,1.0775,0.0493,0.0968,0.9935,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-27,2023,7,Q3,full_year_stable,11380,3623,1.0673,0.0466,0.0991,0.9943,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-28,2023,7,Q3,full_year_stable,10934,3620,1.0682,0.0467,0.1049,0.9937,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-29,2023,7,Q3,full_year_stable,11166,3642,1.0618,0.0562,0.1019,0.9933,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-30,2023,7,Q3,full_year_stable,11443,3552,1.0887,0.0539,0.097,0.9932,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-07-31,2023,7,Q3,full_year_stable,10899,3667,1.0545,0.0593,0.1042,0.9923,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-01,2023,8,Q3,full_year_stable,11734,3670,1.0537,0.0594,0.1024,0.9924,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-02,2023,8,Q3,full_year_stable,11146,3593,1.0763,0.0617,0.1101,0.9929,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-03,2023,8,Q3,full_year_stable,11200,3625,1.0668,0.0588,0.1045,0.9939,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-04,2023,8,Q3,full_year_stable,10854,3619,1.0685,0.0558,0.1018,0.9929,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-05,2023,8,Q3,full_year_stable,11023,3667,1.0545,0.0578,0.0957,0.9928,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-06,2023,8,Q3,full_year_stable,11747,3605,1.0727,0.0529,0.0979,0.9932,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-07,2023,8,Q3,full_year_stable,11076,3535,1.0939,0.0547,0.1047,0.9934,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-08,2023,8,Q3,full_year_stable,10957,3635,1.0638,0.058,0.1056,0.9917,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-09,2023,8,Q3,full_year_stable,11498,3684,1.0497,0.0623,0.1118,0.9925,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-10,2023,8,Q3,full_year_stable,10961,3638,1.0629,0.0527,0.1058,0.9947,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-11,2023,8,Q3,full_year_stable,11592,3572,1.0826,0.0426,0.0831,0.9935,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-12,2023,8,Q3,full_year_stable,10811,3610,1.0712,0.0413,0.0996,0.9934,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-13,2023,8,Q3,full_year_stable,11430,3554,1.0881,0.0466,0.0918,0.9943,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-14,2023,8,Q3,full_year_stable,10631,3604,1.073,0.0491,0.0999,0.9921,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-15,2023,8,Q3,full_year_stable,11392,3615,1.0697,0.0554,0.1019,0.9936,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-16,2023,8,Q3,full_year_stable,10824,3582,1.0796,0.0536,0.1006,0.9936,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-17,2023,8,Q3,full_year_stable,11864,3632,1.0647,0.0562,0.1088,0.9925,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-18,2023,8,Q3,full_year_stable,11236,3587,1.0781,0.0517,0.0844,0.9932,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-19,2023,8,Q3,full_year_stable,10971,3558,1.0868,0.0553,0.1057,0.9936,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-20,2023,8,Q3,full_year_stable,11597,3524,1.0973,0.0597,0.0919,0.9908,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-21,2023,8,Q3,full_year_stable,10777,3551,1.089,0.0552,0.1008,0.9929,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-22,2023,8,Q3,full_year_stable,10882,3570,1.0832,0.0572,0.0944,0.9914,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-23,2023,8,Q3,full_year_stable,10921,3638,1.0629,0.0582,0.1095,0.9908,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-24,2023,8,Q3,full_year_stable,11505,3645,1.0609,0.0524,0.1006,0.994,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-25,2023,8,Q3,full_year_stable,10209,3565,1.0847,0.049,0.087,0.9933,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-26,2023,8,Q3,full_year_stable,10654,3661,1.0563,0.0513,0.1043,0.993,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-27,2023,8,Q3,full_year_stable,11383,3603,1.0733,0.0577,0.0855,0.9927,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-28,2023,8,Q3,full_year_stable,11397,3580,1.0802,0.0581,0.1048,0.9913,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-29,2023,8,Q3,full_year_stable,10622,3592,1.0766,0.0586,0.1102,0.9924,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-30,2023,8,Q3,full_year_stable,10655,3639,1.0627,0.0684,0.1149,0.9928,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-08-31,2023,8,Q3,full_year_stable,10414,3557,1.0872,0.0584,0.1058,0.994,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-01,2023,9,Q3,full_year_stable,11008,3568,1.0838,0.0543,0.0952,0.9923,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-02,2023,9,Q3,full_year_stable,10379,3601,1.0739,0.0539,0.0861,0.9924,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-03,2023,9,Q3,full_year_stable,10880,3570,1.0832,0.0491,0.0786,0.9932,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-04,2023,9,Q3,full_year_stable,10497,3596,1.0754,0.0488,0.0825,0.9925,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-05,2023,9,Q3,full_year_stable,11198,3553,1.0884,0.0494,0.0841,0.9933,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-06,2023,9,Q3,full_year_stable,10596,3530,1.0955,0.0509,0.0977,0.9932,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-07,2023,9,Q3,full_year_stable,10410,3569,1.0835,0.0539,0.0968,0.9935,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-08,2023,9,Q3,full_year_stable,10802,3654,1.0583,0.0542,0.1011,0.9944,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-09,2023,9,Q3,full_year_stable,10990,3574,1.082,0.0388,0.0863,0.9953,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-10,2023,9,Q3,full_year_stable,11057,3587,1.0781,0.0395,0.0863,0.9936,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-11,2023,9,Q3,full_year_stable,10927,3567,1.0841,0.0488,0.1002,0.9919,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-12,2023,9,Q3,full_year_stable,10694,3518,1.0992,0.0444,0.0876,0.9957,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-13,2023,9,Q3,full_year_stable,11320,3595,1.0757,0.0436,0.0864,0.9958,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-14,2023,9,Q3,full_year_stable,11471,3625,1.0668,0.0504,0.0828,0.9923,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-15,2023,9,Q3,full_year_stable,10697,3648,1.06,0.0509,0.0922,0.9943,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-16,2023,9,Q3,full_year_stable,10603,3544,1.0911,0.0542,0.1025,0.9923,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-17,2023,9,Q3,full_year_stable,10856,3563,1.0853,0.0572,0.1078,0.9928,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-18,2023,9,Q3,full_year_stable,11065,3554,1.0881,0.0595,0.1105,0.9934,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-19,2023,9,Q3,full_year_stable,12066,3539,1.0927,0.0567,0.1004,0.9919,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-20,2023,9,Q3,full_year_stable,10693,3565,1.0847,0.0557,0.1083,0.9946,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-21,2023,9,Q3,full_year_stable,10250,3524,1.0973,0.0565,0.0979,0.9929,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-22,2023,9,Q3,full_year_stable,11336,3574,1.082,0.0569,0.0873,0.9921,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-23,2023,9,Q3,full_year_stable,11667,3550,1.0893,0.055,0.1065,0.993,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-24,2023,9,Q3,full_year_stable,10775,3605,1.0727,0.0629,0.0925,0.9911,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-25,2023,9,Q3,full_year_stable,10529,3590,1.0772,0.0534,0.098,0.9934,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-26,2023,9,Q3,full_year_stable,11315,3537,1.0933,0.0536,0.0937,0.9922,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-27,2023,9,Q3,full_year_stable,10351,3527,1.0964,0.0582,0.0973,0.993,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-28,2023,9,Q3,full_year_stable,10498,3547,1.0902,0.0528,0.1,0.9932,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-29,2023,9,Q3,full_year_stable,10661,3612,1.0706,0.0477,0.0892,0.9931,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-09-30,2023,9,Q3,full_year_stable,11219,3575,1.0817,0.0542,0.101,0.9923,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-01,2023,10,Q4,full_year_stable,10869,3531,1.0952,0.0552,0.0939,0.9952,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-02,2023,10,Q4,full_year_stable,10501,3548,1.0899,0.0524,0.0865,0.9926,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-03,2023,10,Q4,full_year_stable,10745,3561,1.0859,0.0503,0.0896,0.9929,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-04,2023,10,Q4,full_year_stable,11152,3614,1.07,0.0559,0.0982,0.9916,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-05,2023,10,Q4,full_year_stable,10394,3576,1.0814,0.0506,0.081,0.9937,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-06,2023,10,Q4,full_year_stable,10498,3574,1.082,0.0532,0.1049,0.9917,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-07,2023,10,Q4,full_year_stable,10384,3581,1.0799,0.0484,0.0926,0.9932,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-08,2023,10,Q4,full_year_stable,10539,3513,1.1008,0.0511,0.086,0.9927,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-09,2023,10,Q4,full_year_stable,10500,3553,1.0884,0.051,0.0966,0.9953,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-10,2023,10,Q4,full_year_stable,10582,3575,1.0817,0.0455,0.0792,0.9939,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-11,2023,10,Q4,full_year_stable,10929,3563,1.0853,0.0388,0.0821,0.9936,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-12,2023,10,Q4,full_year_stable,10931,3649,1.0597,0.0369,0.08,0.9963,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-13,2023,10,Q4,full_year_stable,10088,3542,1.0918,0.0446,0.096,0.9953,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-14,2023,10,Q4,full_year_stable,10234,3568,1.0838,0.0363,0.0886,0.9949,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-15,2023,10,Q4,full_year_stable,10127,3533,1.0945,0.0467,0.0874,0.9937,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-16,2023,10,Q4,full_year_stable,11203,3625,1.0668,0.0438,0.0904,0.9936,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-17,2023,10,Q4,full_year_stable,10287,3551,1.089,0.0438,0.0805,0.9933,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-18,2023,10,Q4,full_year_stable,10505,3469,1.1147,0.0471,0.0909,0.9948,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-19,2023,10,Q4,full_year_stable,10880,3623,1.0673,0.0444,0.0827,0.9945,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-20,2023,10,Q4,full_year_stable,10055,3583,1.0793,0.0488,0.0899,0.9935,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-21,2023,10,Q4,full_year_stable,10850,3585,1.0787,0.0465,0.0847,0.9959,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-22,2023,10,Q4,full_year_stable,11268,3576,1.0814,0.0469,0.086,0.9947,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-23,2023,10,Q4,full_year_stable,10398,3516,1.0998,0.0518,0.1011,0.9922,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-24,2023,10,Q4,full_year_stable,10911,3594,1.076,0.0516,0.103,0.9931,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-25,2023,10,Q4,full_year_stable,10134,3596,1.0754,0.0536,0.0877,0.9928,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-26,2023,10,Q4,full_year_stable,10123,3515,1.1001,0.059,0.0957,0.9925,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-27,2023,10,Q4,full_year_stable,11494,3562,1.0856,0.0533,0.0998,0.9922,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-28,2023,10,Q4,full_year_stable,10469,3575,1.0817,0.0472,0.0923,0.9946,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-29,2023,10,Q4,full_year_stable,11210,3520,1.0986,0.047,0.0781,0.9928,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-30,2023,10,Q4,full_year_stable,10796,3570,1.0832,0.0477,0.0857,0.9929,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-10-31,2023,10,Q4,full_year_stable,10948,3635,1.0638,0.0439,0.0806,0.9947,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-01,2023,11,Q4,full_year_stable,10965,3613,1.0703,0.046,0.0906,0.9943,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-02,2023,11,Q4,full_year_stable,9934,3515,1.1001,0.0498,0.0852,0.9932,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-03,2023,11,Q4,full_year_stable,10738,3615,1.0697,0.0422,0.0858,0.993,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-04,2023,11,Q4,full_year_stable,11155,3541,1.0921,0.0372,0.0668,0.9937,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-05,2023,11,Q4,full_year_stable,10112,3570,1.0832,0.0372,0.0787,0.9943,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-06,2023,11,Q4,full_year_stable,11392,3563,1.0853,0.048,0.0903,0.9951,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-07,2023,11,Q4,full_year_stable,10200,3551,1.089,0.0479,0.0733,0.9934,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-08,2023,11,Q4,full_year_stable,10490,3549,1.0896,0.0445,0.0705,0.994,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-09,2023,11,Q4,full_year_stable,9880,3558,1.0868,0.0452,0.0879,0.9927,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-10,2023,11,Q4,full_year_stable,10294,3548,1.0899,0.0426,0.0792,0.9939,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-11,2023,11,Q4,full_year_stable,10055,3598,1.0748,0.0325,0.0759,0.9962,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-12,2023,11,Q4,full_year_stable,9828,3527,1.0964,0.0392,0.0766,0.9953,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-13,2023,11,Q4,full_year_stable,10593,3524,1.0973,0.048,0.0914,0.995,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
